is_offensive,description
0,"antes comentar : leia descrição inteira favor . inscreva-se ser notificado novas lives neste canal , correto grandioso amigo ? @ duard twitter , siga : URL discordar poderá comentar , aberto boa conversação . idiota anti ciência , existe grande probabilidade gente possa conversar boa . negacionistas ciência história , tratados respostas padronizadas . grandes parceiros abaixo prof . thiago morais - URL adão bispo - URL duard mineiro - URL eduardo lima - URL gláucio gonzales - URL sem_neurose - URL merlin trevas - URL imprestável - URL dayvison - URL eufemisticamente zoeiro - URL considere rir guru extrema direita brasileira , grande astrólogo olavo carvalho URL canal anti : asno jair bolsonaro político vagabundo nunca fez nada extremista terrorista cristão nando moura astrólogo olavo carvalho chame olavo carvalho filosofo pois apenas astrólogo filosofo : URL nando moura canal propaga ódio causa mal estar , piores internet : URL esquerdista comunista , progressista . anti conservadores , anti neo liberais anti direita conservadora . vote bolsonaro 0000 , cara pode tornar presidente , bolsonaro político burro vagabundo : URL *basta olharmos rj sp vermos quão falaciosa família vagabundos bolsonaro : viu algum vídeo falando mal pcc comando vermelho ? né ? * verá , pois apenas personagens , vagabundos , adoram mamar tetas estado . sinceramente acredita asno jair bolsonaro condições debater qualquer candidato ? talvez assunto cu / piroca / gays levi fidelix possam ter algo falar , agora , brasil amigo , asno jair bolsolnaro nada sabe . *bolsonaro continuação velha política , corrupta ineficiente , chega família mafiosa corrupta bolsonaro * . bolsonaro filhos maiores vagabundos brasil , nunca trabalharam iniciativa privada vivem mamar tetas estadão enquanto pregam estado mínimo seguidores idiotas . *sabemos vagabundo asno jair bolsonaro apelido asno lista furnas , onde recebia mensalinho cerca 00 mil reais mês * , juntamente amigo aécio neves ( dizia gostaria ser vice ) . votar qualquer integrante gangue mafiosa família bolsonaro votar vagabundos qque trabalham apenas mamam tetas estado , correcto grandioso amigo ? provado asno jair bolsonaro corrupto pois * recebeu 000 mil reais jbs ainda gagueja tentar explicar * * bolsonaro = corrupto merda * . jbs , lista furnas , nepotismo , uso indevido verba gabinente , planos explodir adutora guandu * ser honesto * ? *não venha aqui canal papinho sardinha , sabemos bem mbl adoradores fake news * . canal existe rir malucos extrema direita . comentar , favor deixar marcado comentário # hashtag # mineiro ser identificado # inscrito canal ."
0,"to preso quarto to preso mente pensando comigo , tão doente ? demônio ta espelho todo dia acordo reve-lo assim acordado vivo pesadelo pensei tava hora ir embora vi mãe jogando remédio tentativa falha , matou restou esperança mãe chorar lidar doente criança desculpe então , decide ir embora consigo ver sol brilhar la to sempre escuro quarto leito to sempre sentindo pressão dentro peito importa ó faço mudo jeito sempre vou ser garoto perfeito falho porra , falho porra cansei ser garoto falho , porra falho porra , falho porra cansei ser garoto falho , porra rimas vem pesos verão jamais todo mundo sabe corpo morto pesa bem vi tava tudo errado primeiro som depressão apenas impressão , rosto feliz nunca verá afeição emoção , canto , consigo desabafar abro boca pra costumo pensar apesar ser presente , surpresa tornar ausente nunca disse fácil entender , menos saber porque nunca disse facil culpe , ja culpo bastante , sei porra relevante falho porra , falho porra cansei ser garoto falho , porra falho porra , falho porra cansei ser garoto falho , porra falho porra , falho porra cansei ser garoto falho , porra falho porra , falho porra cansei ser garoto falho , porra"
0,"soundcloud/download : URL ficha : produção , gravação , mix , master : dj pg EMAIL fotografia arte : siete ent . EMAIL produção executiva : @ sieteent - contato shows : ( 00 ) 0 0000-0000 EMAIL - copyright ( c ) 0000 - siete ent ."
0,?
0,"malu moreira menina 0 anos ama vida sertaneja . vive sítio , cria lida cavalos , competidora três tambores ama gravar vídeos mostrando dia dia bela infância ."
0,"exercícios observações sobre tipos compassos . vídeo anterior : URL vídeos relacionados : compassos compostos : URL campo harmônico : URL vendo ritmo maneira circular : URL contato : e-mail : EMAIL facebook : URL linkedin : URL google plus : URL vimeo : URL"
0,"marcha batida fêmeas deram trabalho árbitros"
0,"alex matielo - bobo corte - dvd primeiro passo - lançamento 0000 gravado dia 00 outubro 0000 spotify : URL itunes : URL palcomp0 : URL direção dvd : rafael terra direção musical : elimar ramile compositor : hermes prada , david nascimento diogo henrique"
0,"facebook : URL twitter : URL"
0,"deve ter visto aí aviãozinho aparecendo posts facebook , reação nova ( supostamente causada bug ) aprenda neste vídeo liberar react agora . # addplanereact"
0,"deixe like inscreve canal ative sino instagram : URL falaaa ! parça ! esquece deixar like , assim vc ficará sempre bem informado"
0,"finalmente seth resolve revelar time torce brasil . ? amigo gringo insta : URL seth insta ( inglês ) : URL puta babaca . inscreva-se canal ! -- -- URL sócio amigo gringo vip premium exclusive international club patreon , ganha aulas inglês graça , receba posts exclusivos , participe enquetes , papos telegram equipe eventos especiais cartão postal seth ! URL contato : EMAIL facebook : -- - URL twitter : -- -- URL todas marcas , nomes lojas , serviços , lugares , passeios citados episódios amigo gringo refletem apenas escolhas editoriais . nenhum acordo comercial envolvido , forma apoio permuta . recomendações empresas patrocinam canal , citação feita forma explícita . -- -- -- -- -- -- -- -- -- -- -- -- -- edição : daniel spacof direção produção : seth kugel"
0,"sabem brasileiros povo limpinho mundo , americanos ? menos tomam banho antes transar ? ! vídeo sobre higiene : -- -- URL amigo gringo insta : URL seth insta ( inglês ) : URL puta babaca . inscreva-se canal ! -- -- URL sócio amigo gringo vip premium exclusive international club patreon , ganha aulas inglês graça , receba posts exclusivos , participe enquetes , papos telegram equipe eventos especiais cartão postal seth ! URL contato : EMAIL facebook : -- - URL twitter : -- -- URL todas marcas , nomes lojas , serviços , lugares , passeios citados episódios amigo gringo refletem apenas escolhas editoriais . nenhum acordo comercial envolvido , forma apoio permuta . recomendações empresas patrocinam canal , citação feita forma explícita . -- -- -- -- -- -- -- -- -- -- -- -- -- edição : daniel spacof direção produção : seth kugel"
0,"ficha técnica clipe - líder , porra ! - ( paródia solta - nego borel ft . dj rennan penha ) direção/produção/edição : tulio rodrigues thumbnail : gabriel figueiredo imagens torcida : fla tv reikrauss ( URL letra : ( tulio rodrigues/gabriel figueiredo/reikrauss ) pode gritar , pode gritar show vai começar sabe vai pegar ? bonde hepta ruim parar diego alves , fernando uribe maurício , juan , marlos paquetá deixar comemorar hepta vou ganhar ai , líder , porra ! deixa gritar , deixa cantar deixa gritar , deixa cantar deixa gritar , deixa cantar ai , líder , porra ! ( 0x ) pode chegar , pode gritar festa vai começar sabe vai pegar ? bonde mengo ruim parar henrique , diego , ribeiro berrío cuéllar vai desarmar deixar comemorar hepta vou ganhar ai , líder , porra ! dieguin , dieguin , dieguin , dieguin dieguin , dieguin , dieguin ( líder , porra ! ) vem renezin , renezin , renezin , renezin renezin , renezin , renezin ( líder , porra ! ) vem dieguin , dieguin , dieguin , dieguin dieguin , dieguin , dieguin dieguin , dieguin , dieguin , dieguin ( líder , líder ) vem renezin , renezin , renezin ( líder , porra ! ) blog ser flamengo twitter URL facebook URL instagram URL tulio rodrigues twitter URL instagram URL facebook URL gabriel figueiredo twitter URL instagram URL facebook URL reikrauss twitter URL instagram URL facebook URL"
0,"música : preta vagabundo artistas : mayck composição : mayck gravação : mayck.prod facebook URL instagram URL download musica URL video - URL ( m ) todos direitos autorais reservados 0000"
0,"baixe mp0 click link : URL whatsapp : 0000000000 curta fã page , tambem : URL direção : felipe pinheiro leite produção musical : ismaile augusto finalização : vivabrasil comunicação amar cacete vivi esperando amar alguém ame medo magoar passou então falei expresso devo digo ser feliz , menti ! sempre digo amo tomo nariz ! amar cacete , desse porrete , tudo quero cachaça mente ! amar cacete estoura champagne , posso ser feinho , amor mãe ! - - - - artistas semelhantes ( duplas sertanejas , cantoras cantores sertanejos momento 0000 ) pesquise clipes musicas you tube : henrique diego , henrique juliano , bruninho davi , conrado aleksandro , fernando sorocaba , luccas lucco , thaeme thiago , gusttavo lima , luan santana , michel telo , paula fernandes , maiara maraisa , antony gabrel , cacio marcos , pedro paulo alex , jads jadson , joao neto frederico , marcos belutti , mr catra , lexa , anitta , pocahontas , ludmila , mc joao , joao lucas marcelo , thiago brava , fred gustavo , matheus kauan , gabriel gava , eduardo costa , mc guime , mc , edy lemond , dj cleber mix , dj rodrigo campos , cachorrera , bruno barreto , mc rodolfinho , kevinho , livinho , mc brinquedo , banda , musical , baile , detona funk , dj bruno mix , cacio marcos , jorge mateus , davi , kevin , cristiano araujo , israel novaes etc confira ; ) coletânea sertanejas indicadas baixar ( sertanejo remix , pista sertaneja , top sertanejo , máfia sertaneja , sertanejo eletrônico , melhor rodeio , tocadas rádios , melhor baladas , sertanejo pra dançar , pancadão sertanejo , cd sucesso som automotivo , melhores sertanejo universitário , sertanejo diario , cd dj djalma , dj rodrigo campos , cuiabano lima , funknejo , hit sertanejo 00 , arrocha dj tiago albuquerque , grátis sertanejo , to buteco máfia sertaneja , melhores musicas ouvir churraco , ouvir trabalho , musica.com , cd pagodao sertanejo funk , site leo cd moral , cd tocadas 0000 0000 , cd barretao , nayara azevedo , cd lokosom brasil , balada mix , cd five djs , lançamentos sertanejos 0000 , pagonejo top , coletanea seleção sertanejo , musicas momento , eletro funk , hits 00 top , baixar musica grátis , ouvir musica grátis , musicas baixar , musicas grátis online , palavras chave , terra musica , vagalume musica , radio online , radio mix , radio terra , rádios , , musicas internacionais , site música , videos musicas , musica youtube , batidão sertanejo , paradão sertanejo , modão sertanejo , balada sertaneja , mp0 sertanejo , baixar música , musicas baixar celular , ouvir sertanejo , palco mp0 sertanejo , top sertanejo , top sertanejo universitário , top 000 sertanejo , ouvir músicas sertanejas , download sertanejo , baixar palco mp0 , palco mp0 baixar , cd baixar , zumba , fitness , bachata , mambo , cumbia , salsa , urbano , extended , versao , academia , dancar , bailar , eletro , reggaeton , brega , ritmo , cd verao radio s u , cd melhor radio web , arrocha mix , mega sertanejo top , etc"
0,?
0,"gostou ? inscreva canal URL ebaa , finalmente fizemos imitando fotos tumblr casal , gostarem quiserem vídeos assim comente aí : ) # segue gente ! instagram : @ superdearo @ manudigilio twitter : @ superdearo @ manudigilio snapchat : superdearo manudigilio # mande coisinhas : caixa postal : 0000 cep : 00000-000 ribeirão preto - sp canal mundo babaca gabriel dearo manu digilio outro canal : URL músicas vídeo : URL loud and proud 0 - anders bothén will be forgetting this - elias naslin"
0,"inscreva-se aqui áudio mc bobo : URL áudio mc alexandre : URL página oficial roda funk . URL copyright 0000 coelho produções . todos direitos reservados . -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- redes sociais : URL URL URL contatos shows : ( 000 ) 00000-0000 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- faça vídeo clipe roda funk ( 00 ) 00000-0000 ( 00 ) 00000-0000 EMAIL -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- contatos : EMAIL contatos : EMAIL"
0,"principais notícias paraná , diariamente . - - - - - - - - - - - - - - - - - - - - - - - - - - - - gostou desse vídeo ? então deixe comentário inscreva-se canal ; ) URL assista todos programas rede massa URL acompanhe redes sociais URL programa tribuna massa apresentado luciano alves exibido vivo traz notícias foz iguaçu região . foco comunidade programa aborda temas cotidiano , notícias cidade , prestação serviços , relação interativa espectador , sugere pautas participa ativamente meio telefone , e-mail , mídias sociais ."
0,"subscribe : URL carmenrubia - louco demais ( áudio oficial ) autor : will produzido : giu daga direção artística : rick bonadio gravado mixado midas studios - sp engenheiro gravação : giu daga , lucas medina peter filgueiras assistente gravação : ozéias matos engenheiro mixagem : giu daga assistente mix : ozeias matos pós-produção áudio : lucas medina peter filgueiras masterizado midas studios : renato patriarca ouça ep : URL redes sociais : facebook URL instagram URL twitter : URL facebook : URL instagram : URL URL diretor marketing : hélio leite marketing produto : jô pires gerente produto : leo mergulhão"
0,"peidar tão normal quanto espirro ! vida mudou aceitei peido forma amor hoje digo convicção : peida junto , permanece junto assista vídeo entenda porque todos devemos peidar medo sermos felizes : d gente , pra quiser ver ( peidando ) outros lugares : instagram : URL snapchat : mairamedeiros00 *** nome canal porque sempre falo frase peço alguma coisa pra alguém ; ) então tipo frase ! *** cores penteado feitos novo arte : URL"
0,"três projetos pesquisa científica universidade federal minas gerais ( ufmg ) , apoio abccmm , realizados durante nacional . durante doze dias evento estudantes fizeram estudos sobre sela , bem-estar integridade membros marchadores ."
